"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Glycoprotein Biosynthetic Process (GO:0009101)","2/80",0.24643379625542,0.332400918431698,0,0,2.13863537592351,2.99550508177869,"ST8SIA4;ST3GAL5"
"Wound Healing (GO:0042060)","2/80",0.24643379625542,0.332400918431698,0,0,2.13863537592351,2.99550508177869,"SLC11A1;HMOX1"
"Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901)","2/80",0.24643379625542,0.332400918431698,0,0,2.13863537592351,2.99550508177869,"LYN;SLC8A1"
"Central Nervous System Development (GO:0007417)","5/283",0.248270994643023,0.332400918431698,0,0,1.50399851792386,2.09542248635683,"C1QA;ITGAM;PPT1;CAPG;TPP1"
"Regulation Of Cytokine Production Involved In Immune Response (GO:0002718)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"LAPTM5"
"Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"FCGR2B"
"Acylglycerol Catabolic Process (GO:0046464)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"LCP1"
"Acylglycerol Homeostasis (GO:0055090)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"LCP1"
"Amyloid Fibril Formation (GO:1990000)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"B2M"
"Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903050)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"CTSC"
"Cell Morphogenesis Involved In Differentiation (GO:0000904)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"SPI1"
"Regulation Of Viral Life Cycle (GO:1903900)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"CD209"
"Response To Copper Ion (GO:0046688)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"PRNP"
"Response To Hexose (GO:0009746)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"LCP1"
"Dicarboxylic Acid Transport (GO:0006835)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"UCP2"
"Iron Ion Transport (GO:0006826)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"SLC11A1"
"Natural Killer Cell Mediated Cytotoxicity (GO:0042267)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"FCGR3A"
"Positive Regulation Of ERBB Signaling Pathway (GO:1901186)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"PLAUR"
"Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"TNFSF13B"
"Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"ZEB2"
"Positive Regulation Of Interleukin-17 Production (GO:0032740)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"OSM"
"Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"ZEB2"
"Protein K48-linked Deubiquitination (GO:0071108)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"TNFAIP3"
"Protein Kinase B Signaling (GO:0043491)","1/24",0.249847400860668,0.332400918431698,0,0,3.62117042744451,5.02221916905248,"CCL3"
"Activation Of Protein Kinase Activity (GO:0032147)","2/81",0.250842160111845,0.333481122481054,0,0,2.11145676893371,2.91999982713938,"CD86;SLC11A1"
"Neuron Projection Morphogenesis (GO:0048812)","3/146",0.251987252910905,0.334759467814633,0,0,1.75143579824431,2.41413842972035,"DOCK10;NCKAP1L;SGK1"
"Protein Glycosylation (GO:0006486)","3/147",0.255178362286539,0.338604369194969,0,0,1.73918439716312,2.37536503773662,"ST8SIA4;ST3GAL5;SLC39A8"
"Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)","2/82",0.255252745418357,0.338604369194969,0,0,2.08495762711864,2.84701186279901,"PLAUR;GRINA"
"Regulation Of Hippo Signaling (GO:0035330)","1/25",0.258784928652805,0.339829884710379,0,0,3.47011251758087,4.69075219535458,"ARRDC3"
"Cellular Response To Hexose Stimulus (GO:0071331)","1/25",0.258784928652805,0.339829884710379,0,0,3.47011251758087,4.69075219535458,"UCP2"
"Chemical Synaptic Transmission, Postsynaptic (GO:0099565)","1/25",0.258784928652805,0.339829884710379,0,0,3.47011251758087,4.69075219535458,"ARRB2"
"Secretory Granule Organization (GO:0033363)","1/25",0.258784928652805,0.339829884710379,0,0,3.47011251758087,4.69075219535458,"SRGN"
"Sodium Ion Homeostasis (GO:0055078)","1/25",0.258784928652805,0.339829884710379,0,0,3.47011251758087,4.69075219535458,"SLC8A1"
"Wound Healing, Spreading Of Cells (GO:0044319)","1/25",0.258784928652805,0.339829884710379,0,0,3.47011251758087,4.69075219535458,"LCP1"
"Long-Chain Fatty Acid Biosynthetic Process (GO:0042759)","1/25",0.258784928652805,0.339829884710379,0,0,3.47011251758087,4.69075219535458,"ALOX5"
"Metanephros Development (GO:0001656)","1/25",0.258784928652805,0.339829884710379,0,0,3.47011251758087,4.69075219535458,"CTSH"
"Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230)","1/25",0.258784928652805,0.339829884710379,0,0,3.47011251758087,4.69075219535458,"CD74"
"Negative Regulation Of Signaling Receptor Activity (GO:2000272)","1/25",0.258784928652805,0.339829884710379,0,0,3.47011251758087,4.69075219535458,"LILRB4"
"Peptide Hormone Secretion (GO:0030072)","1/25",0.258784928652805,0.339829884710379,0,0,3.47011251758087,4.69075219535458,"CYB5R4"
"Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200)","1/25",0.258784928652805,0.339829884710379,0,0,3.47011251758087,4.69075219535458,"PLAUR"
"Purine Ribonucleotide Catabolic Process (GO:0009154)","1/25",0.258784928652805,0.339829884710379,0,0,3.47011251758087,4.69075219535458,"AMPD3"
"Regulation Of Biomineral Tissue Development (GO:0070167)","1/25",0.258784928652805,0.339829884710379,0,0,3.47011251758087,4.69075219535458,"BMP2K"
"Regulation Of Epithelial To Mesenchymal Transition (GO:0010717)","2/83",0.259664878146193,0.340006272604921,0,0,2.05911278510149,2.77643233558509,"SPRED1;GLIPR2"
"Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)","2/83",0.259664878146193,0.340006272604921,0,0,2.05911278510149,2.77643233558509,"PTPRC;SLC8A1"
"Vascular Transport (GO:0010232)","2/83",0.259664878146193,0.340006272604921,0,0,2.05911278510149,2.77643233558509,"SLC7A8;SLCO2B1"
"Regulation Of Cell Division (GO:0051302)","2/83",0.259664878146193,0.340006272604921,0,0,2.05911278510149,2.77643233558509,"TXNIP;EVI2B"
"Positive Regulation Of Protein Ubiquitination (GO:0031398)","2/84",0.264077899657254,0.34528895267013,0,0,2.03389830508475,2.70815826081851,"ARRDC3;LAPTM5"
"Purine Ribonucleotide Metabolic Process (GO:0009150)","2/84",0.264077899657254,0.34528895267013,0,0,2.03389830508475,2.70815826081851,"AMPD2;AMPD3"
"Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176)","1/26",0.267616414248648,0.347672606545252,0,0,3.33113924050633,4.39110979169654,"NCF1"
"L-amino Acid Transport (GO:0015807)","1/26",0.267616414248648,0.347672606545252,0,0,3.33113924050633,4.39110979169654,"SLC7A8"
"Regulation Of Keratinocyte Differentiation (GO:0045616)","1/26",0.267616414248648,0.347672606545252,0,0,3.33113924050633,4.39110979169654,"SGPP1"
"Cardiac Muscle Cell Development (GO:0055013)","1/26",0.267616414248648,0.347672606545252,0,0,3.33113924050633,4.39110979169654,"SLC8A1"
"Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352)","1/26",0.267616414248648,0.347672606545252,0,0,3.33113924050633,4.39110979169654,"TNFAIP3"
"Organelle Membrane Fusion (GO:0090174)","1/26",0.267616414248648,0.347672606545252,0,0,3.33113924050633,4.39110979169654,"VAMP8"
"Positive Regulation Of Erythrocyte Differentiation (GO:0045648)","1/26",0.267616414248648,0.347672606545252,0,0,3.33113924050633,4.39110979169654,"NCKAP1L"
"Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552)","1/26",0.267616414248648,0.347672606545252,0,0,3.33113924050633,4.39110979169654,"FGR"
"Protein Targeting To Lysosome (GO:0006622)","1/26",0.267616414248648,0.347672606545252,0,0,3.33113924050633,4.39110979169654,"LAPTM5"
"Establishment Of Protein Localization To Organelle (GO:0072594)","2/85",0.268491166809563,0.348312865050244,0,0,2.00929140289973,2.64209213963199,"SYK;IL10RA"
"Transport Across Blood-Brain Barrier (GO:0150104)","2/85",0.268491166809563,0.348312865050244,0,0,2.00929140289973,2.64209213963199,"SLC7A8;SLCO2B1"
"Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)","3/152",0.271213962056209,0.351595072345789,0,0,1.68039411680708,2.19265762833997,"CLEC7A;LGALS9;TLR4"
"DNA Synthesis Involved In DNA Repair (GO:0000731)","1/27",0.276343110569335,0.35571618467076,0,0,3.20285621551444,4.11923191267156,"TNFSF13B"
"Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178)","1/27",0.276343110569335,0.35571618467076,0,0,3.20285621551444,4.11923191267156,"HLA-DRB1"
"Amino Acid Import Across Plasma Membrane (GO:0089718)","1/27",0.276343110569335,0.35571618467076,0,0,3.20285621551444,4.11923191267156,"SLC7A8"
"Cardiac Muscle Cell Differentiation (GO:0055007)","1/27",0.276343110569335,0.35571618467076,0,0,3.20285621551444,4.11923191267156,"SLC8A1"
"Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114)","1/27",0.276343110569335,0.35571618467076,0,0,3.20285621551444,4.11923191267156,"ITGAM"
"Clathrin-Dependent Endocytosis (GO:0072583)","1/27",0.276343110569335,0.35571618467076,0,0,3.20285621551444,4.11923191267156,"SIGLEC1"
"Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223)","1/27",0.276343110569335,0.35571618467076,0,0,3.20285621551444,4.11923191267156,"SPI1"
"Negative Regulation Of Neurogenesis (GO:0050768)","1/27",0.276343110569335,0.35571618467076,0,0,3.20285621551444,4.11923191267156,"B2M"
"Peptide Cross-Linking (GO:0018149)","1/27",0.276343110569335,0.35571618467076,0,0,3.20285621551444,4.11923191267156,"TGM2"
"Positive Regulation Of Cytosolic Calcium Ion Concentration Involved In Phospholipase C-activating G Protein-Coupled Signaling Pathway (GO:0051482)","1/27",0.276343110569335,0.35571618467076,0,0,3.20285621551444,4.11923191267156,"C3AR1"
"Regulation Of Endothelial Cell Migration (GO:0010594)","2/88",0.281726234376465,0.362389740128824,0,0,1.93890421757982,2.45624163202327,"GRN;GLUL"
"Regulation Of Glucose Metabolic Process (GO:0010906)","1/28",0.284966255706036,0.363481433851615,0,0,3.08407563681825,3.87170077212187,"FBP1"
"Regulation Of Lipid Biosynthetic Process (GO:0046890)","1/28",0.284966255706036,0.363481433851615,0,0,3.08407563681825,3.87170077212187,"ASAH1"
"Regulation Of Protein Localization To Membrane (GO:1905475)","1/28",0.284966255706036,0.363481433851615,0,0,3.08407563681825,3.87170077212187,"VAMP8"
"Regulation Of Protein Transport (GO:0051223)","1/28",0.284966255706036,0.363481433851615,0,0,3.08407563681825,3.87170077212187,"LCP1"
"Diterpenoid Metabolic Process (GO:0016101)","1/28",0.284966255706036,0.363481433851615,0,0,3.08407563681825,3.87170077212187,"ALDH1A1"
"Establishment Of Endothelial Barrier (GO:0061028)","1/28",0.284966255706036,0.363481433851615,0,0,3.08407563681825,3.87170077212187,"PECAM1"
"Glycosaminoglycan Metabolic Process (GO:0030203)","1/28",0.284966255706036,0.363481433851615,0,0,3.08407563681825,3.87170077212187,"GNS"
"Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010)","1/28",0.284966255706036,0.363481433851615,0,0,3.08407563681825,3.87170077212187,"VAV1"
"Negative Regulation Of Signaling (GO:0023057)","1/28",0.284966255706036,0.363481433851615,0,0,3.08407563681825,3.87170077212187,"OSM"
"Negative Regulation Of Wound Healing (GO:0061045)","1/28",0.284966255706036,0.363481433851615,0,0,3.08407563681825,3.87170077212187,"ALOX5"
"Positive Regulation Of Fibroblast Proliferation (GO:0048146)","1/28",0.284966255706036,0.363481433851615,0,0,3.08407563681825,3.87170077212187,"CD74"
"Positive Regulation Of Protein Import Into Nucleus (GO:0042307)","1/28",0.284966255706036,0.363481433851615,0,0,3.08407563681825,3.87170077212187,"HCLS1"
"Sodium Ion Transport (GO:0006814)","2/89",0.286134349281383,0.364461629252264,0,0,1.91652055328268,2.39813033520621,"SGK1;SLC8A1"
"Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138)","2/89",0.286134349281383,0.364461629252264,0,0,1.91652055328268,2.39813033520621,"OSM;HCLS1"
"JNK Cascade (GO:0007254)","1/29",0.293487073346665,0.371234689170817,0,0,2.97377938517179,3.645620631107,"PTGER4"
"Cardiac Muscle Cell Action Potential (GO:0086001)","1/29",0.293487073346665,0.371234689170817,0,0,2.97377938517179,3.645620631107,"SLC8A1"
"Response To Alcohol (GO:0097305)","1/29",0.293487073346665,0.371234689170817,0,0,2.97377938517179,3.645620631107,"CCL3"
"Response To Interferon-Beta (GO:0035456)","1/29",0.293487073346665,0.371234689170817,0,0,2.97377938517179,3.645620631107,"MNDA"
"Defense Response To Fungus (GO:0050832)","1/29",0.293487073346665,0.371234689170817,0,0,2.97377938517179,3.645620631107,"CLEC7A"
"Maintenance Of Blood-Brain Barrier (GO:0035633)","1/29",0.293487073346665,0.371234689170817,0,0,2.97377938517179,3.645620631107,"PECAM1"
"Peptidyl-Tyrosine Dephosphorylation (GO:0035335)","1/29",0.293487073346665,0.371234689170817,0,0,2.97377938517179,3.645620631107,"PTPN6"
"Positive Regulation Of Dephosphorylation (GO:0035306)","1/29",0.293487073346665,0.371234689170817,0,0,2.97377938517179,3.645620631107,"LILRB2"
"Positive Regulation Of Endopeptidase Activity (GO:0010950)","1/29",0.293487073346665,0.371234689170817,0,0,2.97377938517179,3.645620631107,"LYN"
"Regulation Of Blood Coagulation (GO:0030193)","1/29",0.293487073346665,0.371234689170817,0,0,2.97377938517179,3.645620631107,"PLAUR"
"Positive Regulation Of Binding (GO:0051099)","2/91",0.294941773033372,0.372816212067132,0,0,1.87326223576462,2.2872107074134,"PLAUR;B2M"
"Regulation Of Dendritic Spine Morphogenesis (GO:0061001)","1/30",0.301906772715478,0.378472820228888,0,0,2.87108977156991,3.43852336625591,"ABI3"
"Regulation Of Potassium Ion Transport (GO:0043266)","1/30",0.301906772715478,0.378472820228888,0,0,2.87108977156991,3.43852336625591,"KCNAB2"
"Regulation Of Vasculature Development (GO:1901342)","1/30",0.301906772715478,0.378472820228888,0,0,2.87108977156991,3.43852336625591,"HMOX1"
"Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625)","1/30",0.301906772715478,0.378472820228888,0,0,2.87108977156991,3.43852336625591,"SPI1"
"Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)","1/30",0.301906772715478,0.378472820228888,0,0,2.87108977156991,3.43852336625591,"TNFSF13B"
"Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719)","1/30",0.301906772715478,0.378472820228888,0,0,2.87108977156991,3.43852336625591,"SPRED1"
"Phospholipid Dephosphorylation (GO:0046839)","1/30",0.301906772715478,0.378472820228888,0,0,2.87108977156991,3.43852336625591,"SGPP1"
"Positive Regulation Of Lipid Kinase Activity (GO:0090218)","1/30",0.301906772715478,0.378472820228888,0,0,2.87108977156991,3.43852336625591,"FGR"
"Positive Regulation Of Phosphate Metabolic Process (GO:0045937)","1/30",0.301906772715478,0.378472820228888,0,0,2.87108977156991,3.43852336625591,"NCKAP1L"
"Protein Palmitoylation (GO:0018345)","1/30",0.301906772715478,0.378472820228888,0,0,2.87108977156991,3.43852336625591,"GLUL"
"Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034315)","1/30",0.301906772715478,0.378472820228888,0,0,2.87108977156991,3.43852336625591,"GMFG"
"Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049)","1/30",0.301906772715478,0.378472820228888,0,0,2.87108977156991,3.43852336625591,"HMOX1"
"Protein Autophosphorylation (GO:0046777)","3/162",0.303573762374743,0.380240543260707,0,0,1.57390606182256,1.87630167050489,"LYN;FGR;CSF1R"
"Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135)","2/93",0.303733811146299,0.380240543260707,0,0,1.83190538275284,2.18290501667937,"OSM;HCLS1"
"B Cell Proliferation (GO:0042100)","1/31",0.310226548779476,0.386511765692462,0,0,2.77524613220816,3.24829362340266,"PTPRC"
"Regulation Of Gluconeogenesis (GO:0006111)","1/31",0.310226548779476,0.386511765692462,0,0,2.77524613220816,3.24829362340266,"FBP1"
"Endodermal Cell Differentiation (GO:0035987)","1/31",0.310226548779476,0.386511765692462,0,0,2.77524613220816,3.24829362340266,"ITGB2"
"Triglyceride Homeostasis (GO:0070328)","1/31",0.310226548779476,0.386511765692462,0,0,2.77524613220816,3.24829362340266,"LCP1"
"Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087)","1/31",0.310226548779476,0.386511765692462,0,0,2.77524613220816,3.24829362340266,"AIF1"
"Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238)","1/31",0.310226548779476,0.386511765692462,0,0,2.77524613220816,3.24829362340266,"TLR4"
"Receptor Signaling Pathway Via STAT (GO:0097696)","1/31",0.310226548779476,0.386511765692462,0,0,2.77524613220816,3.24829362340266,"CSF2RA"
"Regulation Of Protein Metabolic Process (GO:0051246)","2/96",0.316883915752235,0.393998815495621,0,0,1.77316985214569,2.03776184705843,"PLAUR;LILRB2"
"Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)","2/96",0.316883915752235,0.393998815495621,0,0,1.77316985214569,2.03776184705843,"LPXN;ARRB2"
"Positive Regulation Of Supramolecular Fiber Organization (GO:1902905)","2/96",0.316883915752235,0.393998815495621,0,0,1.77316985214569,2.03776184705843,"PLEK;NCKAP1L"
"Amide Transport (GO:0042886)","1/32",0.318447582381566,0.394062679961992,0,0,2.68558595345039,3.07310900796105,"PLTP"
"Cellular Nitrogen Compound Biosynthetic Process (GO:0044271)","1/32",0.318447582381566,0.394062679961992,0,0,2.68558595345039,3.07310900796105,"ASAH1"
"Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438)","1/32",0.318447582381566,0.394062679961992,0,0,2.68558595345039,3.07310900796105,"ARRDC3"
"Gluconeogenesis (GO:0006094)","1/32",0.318447582381566,0.394062679961992,0,0,2.68558595345039,3.07310900796105,"FBP1"
"Very Long-Chain Fatty Acid Metabolic Process (GO:0000038)","1/32",0.318447582381566,0.394062679961992,0,0,2.68558595345039,3.07310900796105,"ACSL1"
"Muscle Cell Development (GO:0055001)","1/32",0.318447582381566,0.394062679961992,0,0,2.68558595345039,3.07310900796105,"SLC8A1"
"Phosphatidylinositol 3-Kinase Signaling (GO:0014065)","1/32",0.318447582381566,0.394062679961992,0,0,2.68558595345039,3.07310900796105,"FCGR3A"
"Regulation Of Protein Localization (GO:0032880)","2/97",0.321255184417599,0.397267428052678,0,0,1.75441570026762,1.99217324689707,"KCNAB2;CTSD"
"Regulation Of Lamellipodium Assembly (GO:0010591)","1/33",0.326571040669665,0.400044041760556,0,0,2.60152953586498,2.91139192133186,"ABI3"
"Regulation Of Potassium Ion Transmembrane Transport (GO:1901379)","1/33",0.326571040669665,0.400044041760556,0,0,2.60152953586498,2.91139192133186,"KCNAB2"
"Carboxylic Acid Metabolic Process (GO:0019752)","1/33",0.326571040669665,0.400044041760556,0,0,2.60152953586498,2.91139192133186,"TBXAS1"
"Cardiac Muscle Contraction (GO:0060048)","1/33",0.326571040669665,0.400044041760556,0,0,2.60152953586498,2.91139192133186,"SLC8A1"
"Epithelial Tube Morphogenesis (GO:0060562)","1/33",0.326571040669665,0.400044041760556,0,0,2.60152953586498,2.91139192133186,"CSF1R"
"Glycolipid Metabolic Process (GO:0006664)","1/33",0.326571040669665,0.400044041760556,0,0,2.60152953586498,2.91139192133186,"GM2A"
"Vasculogenesis (GO:0001570)","1/33",0.326571040669665,0.400044041760556,0,0,2.60152953586498,2.91139192133186,"SPRED1"
"Negative Regulation Of Small Molecule Metabolic Process (GO:0062014)","1/33",0.326571040669665,0.400044041760556,0,0,2.60152953586498,2.91139192133186,"FBP1"
"Positive Regulation Of DNA Binding (GO:0043388)","1/33",0.326571040669665,0.400044041760556,0,0,2.60152953586498,2.91139192133186,"PLAUR"
"Positive Regulation Of Notch Signaling Pathway (GO:0045747)","1/33",0.326571040669665,0.400044041760556,0,0,2.60152953586498,2.91139192133186,"BMP2K"
"Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414)","1/33",0.326571040669665,0.400044041760556,0,0,2.60152953586498,2.91139192133186,"CTSS"
"Positive Regulation Of Protein Dephosphorylation (GO:0035307)","1/33",0.326571040669665,0.400044041760556,0,0,2.60152953586498,2.91139192133186,"LILRB2"
"Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281)","1/33",0.326571040669665,0.400044041760556,0,0,2.60152953586498,2.91139192133186,"CXCL9"
"Positive Regulation Of Reproductive Process (GO:2000243)","1/33",0.326571040669665,0.400044041760556,0,0,2.60152953586498,2.91139192133186,"LHFPL2"
"Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043551)","1/34",0.334598076790354,0.407414480684649,0,0,2.52256744661808,2.76177050570315,"FGR"
"Cellular Response To Glucose Stimulus (GO:0071333)","1/34",0.334598076790354,0.407414480684649,0,0,2.52256744661808,2.76177050570315,"UCP2"
"Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815)","1/34",0.334598076790354,0.407414480684649,0,0,2.52256744661808,2.76177050570315,"SPI1"
"Membrane Protein Proteolysis (GO:0033619)","1/34",0.334598076790354,0.407414480684649,0,0,2.52256744661808,2.76177050570315,"CTSH"
"Negative Regulation Of JNK Cascade (GO:0046329)","1/34",0.334598076790354,0.407414480684649,0,0,2.52256744661808,2.76177050570315,"SIRPA"
"Negative Regulation Of Ras Protein Signal Transduction (GO:0046580)","1/34",0.334598076790354,0.407414480684649,0,0,2.52256744661808,2.76177050570315,"FBP1"
"Positive Regulation Of Organelle Organization (GO:0010638)","1/34",0.334598076790354,0.407414480684649,0,0,2.52256744661808,2.76177050570315,"TREM2"
"Protein Targeting To Vacuole (GO:0006623)","1/34",0.334598076790354,0.407414480684649,0,0,2.52256744661808,2.76177050570315,"LAPTM5"
"Purine Nucleotide Metabolic Process (GO:0006163)","1/34",0.334598076790354,0.407414480684649,0,0,2.52256744661808,2.76177050570315,"AMPD2"
"Regulation Of Cellular Senescence (GO:2000772)","1/35",0.342529830590325,0.414396312456128,0,0,2.44825018615041,2.62304675023932,"B2M"
"Regulation Of Postsynaptic Membrane Potential (GO:0060078)","1/35",0.342529830590325,0.414396312456128,0,0,2.44825018615041,2.62304675023932,"ARRB2"
"Dendrite Morphogenesis (GO:0048813)","1/35",0.342529830590325,0.414396312456128,0,0,2.44825018615041,2.62304675023932,"DOCK10"
"Response To Nutrient Levels (GO:0031667)","1/35",0.342529830590325,0.414396312456128,0,0,2.44825018615041,2.62304675023932,"CD68"
"Endoderm Formation (GO:0001706)","1/35",0.342529830590325,0.414396312456128,0,0,2.44825018615041,2.62304675023932,"ITGB2"
"Hexose Biosynthetic Process (GO:0019319)","1/35",0.342529830590325,0.414396312456128,0,0,2.44825018615041,2.62304675023932,"FBP1"
"Neutral Amino Acid Transport (GO:0015804)","1/35",0.342529830590325,0.414396312456128,0,0,2.44825018615041,2.62304675023932,"SLC7A8"
"Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389)","1/35",0.342529830590325,0.414396312456128,0,0,2.44825018615041,2.62304675023932,"TNFSF13B"
"Regulation Of Cardiac Muscle Contraction (GO:0055117)","1/35",0.342529830590325,0.414396312456128,0,0,2.44825018615041,2.62304675023932,"SLC8A1"
"Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)","3/174",0.34260396885079,0.414396312456128,0,0,1.46256065696155,1.56666588344012,"ZEB2;CLEC7A;TLR4"
"Intracellular Protein Transport (GO:0006886)","5/325",0.344900343764492,0.41689743341712,0,0,1.3037821888412,1.38787583015431,"CTSA;CD74;SYK;UNC93B1;LAPTM5"
"Inorganic Cation Import Across Plasma Membrane (GO:0098659)","2/103",0.347323671967648,0.419548594482775,0,0,1.64968954522571,1.74454366121419,"SLC39A8;SLC8A1"
"Regulation Of Intracellular Protein Transport (GO:0033157)","1/36",0.350367428307324,0.420717701930585,0,0,2.37817962628089,2.49417029577505,"LCP1"
"Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010799)","1/36",0.350367428307324,0.420717701930585,0,0,2.37817962628089,2.49417029577505,"SPRED1"
"Regulation Of Receptor Internalization (GO:0002090)","1/36",0.350367428307324,0.420717701930585,0,0,2.37817962628089,2.49417029577505,"ARRB2"
"Negative Regulation Of Protein Kinase B Signaling (GO:0051898)","1/36",0.350367428307324,0.420717701930585,0,0,2.37817962628089,2.49417029577505,"ARRB2"
"Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283)","1/36",0.350367428307324,0.420717701930585,0,0,2.37817962628089,2.49417029577505,"PTPRC"
"Positive Regulation Of Interferon-Beta Production (GO:0032728)","1/36",0.350367428307324,0.420717701930585,0,0,2.37817962628089,2.49417029577505,"TLR4"
"Positive Regulation Of Myeloid Cell Differentiation (GO:0045639)","1/36",0.350367428307324,0.420717701930585,0,0,2.37817962628089,2.49417029577505,"NCKAP1L"
"Positive Regulation Of Signaling Receptor Activity (GO:2000273)","1/36",0.350367428307324,0.420717701930585,0,0,2.37817962628089,2.49417029577505,"NCF1"
"Receptor Signaling Pathway Via JAK-STAT (GO:0007259)","1/36",0.350367428307324,0.420717701930585,0,0,2.37817962628089,2.49417029577505,"CSF2RA"
"Regulation Of Defense Response To Virus By Host (GO:0050691)","1/37",0.35811198300278,0.427764411916877,0,0,2.31200187529301,2.37421678179687,"TNFAIP3"
"RNA Stabilization (GO:0043489)","1/37",0.35811198300278,0.427764411916877,0,0,2.31200187529301,2.37421678179687,"SLC11A1"
"Regulation Of Ossification (GO:0030278)","1/37",0.35811198300278,0.427764411916877,0,0,2.31200187529301,2.37421678179687,"BMP2K"
"Calcium Ion Import Across Plasma Membrane (GO:0098703)","1/37",0.35811198300278,0.427764411916877,0,0,2.31200187529301,2.37421678179687,"SLC8A1"
"Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)","1/37",0.35811198300278,0.427764411916877,0,0,2.31200187529301,2.37421678179687,"ALOX5"
"Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427)","1/37",0.35811198300278,0.427764411916877,0,0,2.31200187529301,2.37421678179687,"IL10RA"
"Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894)","1/37",0.35811198300278,0.427764411916877,0,0,2.31200187529301,2.37421678179687,"IL10RA"
"Protein Acylation (GO:0043543)","1/37",0.35811198300278,0.427764411916877,0,0,2.31200187529301,2.37421678179687,"GLUL"
